Incident_case_id,Date,Offense,Street_Number,Street_Address,Zip Codes,Precinent
PP21010800000825,1/8/2021,THEFT,2000 BLOCK,2000 EAST WEST HWY,8789,
PP21010800000630,1/8/2021,THEFT,9000 BLOCK,9009 CENTRAL AVE EB,15568,
PP21010800000894,1/8/2021,THEFT FROM AUTO,2000 BLOCK,2031 BROOKS DR,15814,
PP21010800000684,1/8/2021,ACCIDENT WITH IMPOUND,5800 BLOCK,5837 FISHER RD,15817,
PP21010800000517,1/8/2021,ACCIDENT WITH IMPOUND,11600 BLOCK,11642 OLD BALTIMORE PIKE,15750,
PP21010800001450,1/8/2021,THEFT,8300 BLOCK,8321 BALTIMORE AVE,15305,
PP21010800001298,1/8/2021,THEFT,6200 BLOCK,6201 ANNAPOLIS RD,10891,
PP21010800000682,1/8/2021,"B & E, COMMERCIAL",2900 BLOCK,2950 DONNELL DR,15814,
PP21010800000462,1/8/2021,"AUTO, STOLEN",2100 BLOCK,2107 BANNING PL,10889,
PP21010800001082,1/8/2021,THEFT FROM AUTO,7200 BLOCK,7201 OLD ALEXANDRIA FERRY RD,15298,
PP21010800001225,1/8/2021,ACCIDENT WITH IMPOUND,,POWDER MILL RD / SPRINGFIELD RD,16240,
PP21010800002098,1/8/2021,THEFT FROM AUTO,6400 BLOCK,6400 CLIPPER WAY,15574,
PP21010800002060,1/8/2021,ACCIDENT WITH IMPOUND,,SAINT BARNABAS RD NB / LEISURE DR,15817,
PP21010800001783,1/8/2021,THEFT,7600 BLOCK,7600 CRAIN HWY SE,17002,
PP21010800001523,1/8/2021,ACCIDENT WITH IMPOUND,,OLD BRANCH AVE / MIDDLETON LN,15817,
PP21010800000823,1/8/2021,ASSAULT,5700 BLOCK,5715 OLD BRANCH AVE,15817,
PP21010800000971,1/8/2021,THEFT,8600 BLOCK,8671 CENTRAL AVE,15568,
PP21010800001074,1/8/2021,ACCIDENT WITH IMPOUND,,ENTERPRISE RD NB / CLEAVER DR,17158,
PP21010800002159,1/8/2021,ACCIDENT WITH IMPOUND,,BRANCH AVE NB / SILVER HILL RD NB,15817,
PP21010800001097,1/8/2021,"B & E, RESIDENTIAL",1400 BLOCK,1442 UNIVERSITY BLVD,10889,
PP21010800001245,1/8/2021,THEFT,7000 BLOCK,7025 BERRY RD SB,8834,
PP21010800001692,1/8/2021,ACCIDENT WITH IMPOUND,,ROSECROFT DR / BRINKLEY RD,15572,
PP21010800001858,1/8/2021,ACCIDENT WITH IMPOUND,,BRANCH AVE NB / ALLENTOWN RD SB,15577,
PP21010800001040,1/8/2021,THEFT FROM AUTO,6400 BLOCK,6443 PENNSYLVANIA AVE EB,15814,
PP21010800001077,1/8/2021,THEFT FROM AUTO,5600 BLOCK,5603 MARLBORO PIKE,15814,
PP21010800001419,1/8/2021,THEFT,7800 BLOCK,7801 SUITER WAY,31451,
PP21010800001201,1/8/2021,ACCIDENT WITH IMPOUND,9000 BLOCK,9019 OLD BRANCH AVE,15298,
PP21010800000532,1/8/2021,"AUTO, STOLEN",3500 BLOCK,3510 25TH PL,15817,
PP21010800000608,1/8/2021,ACCIDENT WITH IMPOUND,,LAUREL BOWIE RD SB / BALTIMORE WASHINGTON PKY NB,15999,
PP21010800001193,1/8/2021,THEFT,3100 BLOCK,3101 DONNELL DR SB,15814,
PP21010800001921,1/8/2021,THEFT,9700 BLOCK,9725 53RD AVE,15305,
PP21010800001724,1/8/2021,"B & E, RESIDENTIAL",4400 BLOCK,4411 23RD PKY,15817,
PP21010800000601,1/8/2021,ASSAULT,6800 BLOCK,6809 HAWTHORNE ST,31451,
PP21010800001309,1/8/2021,ACCIDENT WITH IMPOUND,,WALKER MILL RD WB / SPRINGHOLLY DR,15814,
PP21010800002223,1/8/2021,ACCIDENT WITH IMPOUND,6800 BLOCK,6812 PAINTER TER,15568,
PP21010800001109,1/8/2021,ACCIDENT WITH IMPOUND,10100 BLOCK,10120 RIGGS RD,10889,
PP21010800001361,1/8/2021,"ROBBERY, OTHER",8500 BLOCK,8556 PARAGON CT,17002,
PP21010800000060,1/8/2021,THEFT FROM AUTO,3800 BLOCK,3819 64TH AVE,10891,
PP21010800001194,1/8/2021,THEFT FROM AUTO,2000 BLOCK,2005 CHARLESTON PL,10889,
PP21010800001767,1/8/2021,ACCIDENT WITH IMPOUND,,MARTIN LUTHER KING JUNIOR HWY EB / JOHN HANSON HWY EB,8340,
PP21010800000690,1/8/2021,THEFT,5800 BLOCK,5820 SILVER HILL RD SB,15814,
PP21010800000754,1/8/2021,THEFT,9200 BLOCK,9210 EAST HAMPTON DR,15568,
PP21010800002078,1/8/2021,"B & E, RESIDENTIAL",600 BLOCK,640 STRETFORD WAY,31451,
PP21010800001449,1/8/2021,THEFT FROM AUTO,1500 BLOCK,1501 UNIVERSITY BLVD,10889,
PP21010800001341,1/8/2021,THEFT,,MARLBORO PIKE WB / SILVER HILL RD SB,15814,
PP21010800001421,1/8/2021,THEFT,9600 BLOCK,9620 BALTIMORE AVE,15305,
PP21010800000609,1/8/2021,"AUTO, STOLEN",1600 BLOCK,1626 TUCKER RD,15572,
PP21010800000674,1/8/2021,THEFT FROM AUTO,6200 BLOCK,6205 ANNAPOLIS RD,10891,
PP21010900001573,1/9/2021,ACCIDENT WITH IMPOUND,,WHITFIELD CHAPEL RD / MARTIN LUTHER KING JUNIOR HWY EB,15994,
PP21010900001456,1/9/2021,"AUTO, STOLEN",1300 BLOCK,1331 KAREN BLVD,15568,
PP21010900001766,1/9/2021,ACCIDENT WITH IMPOUND,,SILVER HILL RD NB / NB SUITLAND PKY OFRP NB SILVER HILL RD,15577,
PP21010900000890,1/9/2021,"ASSAULT, SHOOTING",8800 BLOCK,8801 ENFIELD CT,15999,
PP21010900002169,1/9/2021,"AUTO, STOLEN",7700 BLOCK,7706 OLD BRANCH AVE,15298,
PP21010900000562,1/9/2021,THEFT FROM AUTO,5000 BLOCK,5000 MERCEDES BLVD,15577,
PP21010900000987,1/9/2021,THEFT,1300 BLOCK,1311 KAREN BLVD,15568,
PP21010900001846,1/9/2021,ACCIDENT WITH IMPOUND,6100 BLOCK,6115 OLD CENTRAL AVE,15568,
PP21010900001090,1/9/2021,THEFT FROM AUTO,12100 BLOCK,12103 IVORY FASHION CT,15999,
PP21010900001523,1/9/2021,THEFT,6500 BLOCK,6523 NEW HAMPSHIRE AVE,10889,
PP21010900000045,1/9/2021,ACCIDENT WITH IMPOUND,,SUITLAND RD / SILVER HILL RD NB,15577,
PP21010900001495,1/9/2021,ACCIDENT WITH IMPOUND,7500 BLOCK,7500 MARLBORO PIKE,15814,
PP21010900002244,1/9/2021,ACCIDENT WITH IMPOUND,9800 BLOCK,9804 ROSARYVILLE RD,17002,
PP21010900000620,1/9/2021,THEFT,11700 BLOCK,11729 BELTSVILLE DR NB,15750,
PP21010900000334,1/9/2021,"AUTO, STOLEN",4600 BLOCK,4633 DALLAS PL,15817,
PP21010900001313,1/9/2021,ASSAULT,16700 BLOCK,16702 BEALLE HILL FOREST LN,8834,
PP21010900001488,1/9/2021,THEFT FROM AUTO,3400 BLOCK,3420 TOLEDO TER,8789,
PP21010900001828,1/9/2021,"AUTO, STOLEN",7000 BLOCK,7051 MARTIN LUTHER KING JUNIOR HWY,31451,
PP21010900001774,1/9/2021,THEFT,1900 BLOCK,1912 VILLAGE GREEN DR,31451,
PP21010900000822,1/9/2021,"B & E, RESIDENTIAL",9300 BLOCK,9303 ALLENTOWN RD,15572,
PP21010900000711,1/9/2021,THEFT,4800 BLOCK,4822 SNOWFLOWER BLVD,15574,
PP21010900002009,1/9/2021,THEFT FROM AUTO,2300 BLOCK,2311 DELANO LN,15814,
PP21010900001053,1/9/2021,THEFT FROM AUTO,6700 BLOCK,6735 NEW HAMPSHIRE AVE,2327,
PP21010900000776,1/9/2021,THEFT FROM AUTO,4800 BLOCK,4812 AVONDALE RD,8789,
PP21010900000552,1/9/2021,"AUTO, STOLEN",2600 BLOCK,2625 COLEBROOKE DR,15817,
PP21010900002241,1/9/2021,ACCIDENT WITH IMPOUND,9300 BLOCK,9354 WASHINGTON BLVD,15994,
PP21010900000985,1/9/2021,THEFT,2300 BLOCK,2306 UNIVERSITY BLVD WB,10889,
PP21010900000838,1/9/2021,THEFT FROM AUTO,2600 BLOCK,2600 BRINKLEY RD,15572,
PP21010900002085,1/9/2021,ACCIDENT WITH IMPOUND,,BRANCH AVE NB OFRP MALCOLM RD / MALCOLM RD,15298,
PP21010900002164,1/9/2021,THEFT,4400 BLOCK,4407 19TH AVE,15817,
PP21010900000616,1/9/2021,"AUTO, STOLEN",1900 BLOCK,1939 BROOKS DR,15568,
PP21010900000755,1/9/2021,THEFT FROM AUTO,1100 BLOCK,1173 MARCY AVE,15574,
PP21010900000387,1/9/2021,THEFT FROM AUTO,5000 BLOCK,5001 MERCEDES BLVD,15577,
PP21010900001916,1/9/2021,"ROBBERY, VEHICLE",6700 BLOCK,6770 RIVERDALE RD,15302,
PP21010900000553,1/9/2021,THEFT FROM AUTO,5900 BLOCK,5904 CHILLUMGATE RD,8789,
PP21010900000715,1/9/2021,ACCIDENT WITH IMPOUND,,CONTEE RD EB / CLAXTON DR,15999,
PP21010900001501,1/9/2021,THEFT,13300 BLOCK,13320 LAUREL BOWIE RD,15999,
PP21010900001936,1/9/2021,ACCIDENT WITH IMPOUND,,HEATHERMORE BLVD NB / RICKER RD,17002,
PP21010900001801,1/9/2021,"ROBBERY, COMMERCIAL",5000 BLOCK,5003 MARLBORO PIKE,15568,
PP21010900000601,1/9/2021,THEFT FROM AUTO,3900 BLOCK,3920 SUITLAND RD,15577,
PP21010900001589,1/9/2021,"AUTO, STOLEN",9500 BLOCK,9518 CRAIN HWY SE,17002,
PP21011000001093,1/10/2021,THEFT,3000 BLOCK,3022 DONNELL DR,15814,
PP21011000000914,1/10/2021,ACCIDENT WITH IMPOUND,4400 BLOCK,4400 SHELL ST,15568,
PP21011000000745,1/10/2021,THEFT,1000 BLOCK,1032 HAMPTON PARK BLVD,15568,
PP21011000001163,1/10/2021,THEFT,3700 BLOCK,3700 DONNELL DR,15814,
PP21011000000555,1/10/2021,THEFT,11100 BLOCK,11100 BALTIMORE AVE SB,15750,
PP21011000000126,1/10/2021,ASSAULT,3000 BLOCK,3042 BRINKLEY STATION DR,15817,
PP21011000000218,1/10/2021,ACCIDENT WITH IMPOUND,,LAUREL BOWIE RD SB / BALTIMORE WASHINGTON PKY NB,15999,
PP21011000000490,1/10/2021,"ROBBERY, COMMERCIAL",4900 BLOCK,4910 SILVER HILL RD,15577,
PP21011000000557,1/10/2021,THEFT FROM AUTO,9500 BLOCK,9509 MANOR OAKS VIEW,17002,
PP21011000000381,1/10/2021,"AUTO, STOLEN",1800 BLOCK,1822 CHILLUM RD,8789,
PP21011000000270,1/10/2021,THEFT,1400 BLOCK,1419 KANAWHA ST,10889,
PP21011000001712,1/10/2021,ASSAULT,6800 BLOCK,6803 ROBINIA RD,15817,
PP21011000000320,1/10/2021,"ASSAULT, SHOOTING",9100 BLOCK,9113 LOCKSLEY RD,15572,
PP21011000001845,1/10/2021,ACCIDENT WITH IMPOUND,5100 BLOCK,5122 SAINT BARNABAS RD,15817,
PP21011000001662,1/10/2021,"AUTO, STOLEN",,SHERIDAN ST / NEW HAMPSHIRE AVE NB,10889,
PP21011000001060,1/10/2021,ACCIDENT WITH IMPOUND,,INDIAN HEAD HWY SB / FORT WASHINGTON RD,15572,
PP21011000001057,1/10/2021,THEFT FROM AUTO,5900 BLOCK,5927 FISHER RD,15817,
PP21011000000237,1/10/2021,ACCIDENT WITH IMPOUND,,PENNSYLVANIA AVE EB / SILVER HILL RD NB,15814,
PP21011000000945,1/10/2021,ACCIDENT WITH IMPOUND,,MARTIN LUTHER KING JUNIOR HWY EB / GOODLAND DR,31451,
PP21011000000634,1/10/2021,ACCIDENT WITH IMPOUND,9400 BLOCK,9465 INDIAN HEAD HWY SB,15572,
PP21011000000703,1/10/2021,"AUTO, STOLEN",6000 BLOCK,6021 10TH PL,8789,
PP21011000000844,1/10/2021,THEFT FROM AUTO,,POHANKA PL / DALLAS PL,15817,
PP21011000000608,1/10/2021,THEFT FROM AUTO,2900 BLOCK,2928 BOONES LN,15814,
PP21011000000915,1/10/2021,THEFT FROM AUTO,15600 BLOCK,15619 TIBBERTON TER,8340,
PP21011000001228,1/10/2021,ACCIDENT WITH IMPOUND,,PINE VIEW LN / WOODYARD RD NB,15298,
PP21011000001343,1/10/2021,"AUTO, STOLEN",4100 BLOCK,4130 SUITLAND RD,15577,
PP21011000001181,1/10/2021,ACCIDENT WITH IMPOUND,,ANNAPOLIS RD / MARTIN LUTHER KING JUNIOR HWY EB,16440,
PP21011000001717,1/10/2021,ACCIDENT WITH IMPOUND,,BERRY RD NB / MANNING RD E,8834,
PP21011000000272,1/10/2021,THEFT,3700 BLOCK,3700 DONNELL DR,15814,
PP21011000000315,1/10/2021,"AUTO, STOLEN",8700 BLOCK,8703 JEREMY CT,15298,
PP21011000001822,1/10/2021,ACCIDENT WITH IMPOUND,5100 BLOCK,5105 MARLBORO PIKE,15568,
PP21011000001144,1/10/2021,"AUTO, STOLEN",10800 BLOCK,10800 INDIAN HEAD HWY,15572,
PP21011000000494,1/10/2021,ACCIDENT WITH IMPOUND,8900 BLOCK,8909 RIGGS RD,10889,
PP21011000000625,1/10/2021,THEFT FROM AUTO,4200 BLOCK,4211 SUITLAND RD,15577,
PP21011000000090,1/10/2021,"AUTO, STOLEN",3800 BLOCK,3825 26TH AVE,15817,
PP21011000000875,1/10/2021,THEFT FROM AUTO,1700 BLOCK,1700 RITCHIE STATION CT,15814,
PP21011000001063,1/10/2021,THEFT FROM AUTO,4600 BLOCK,4601 SILVER HILL RD,15577,
PP21011000000960,1/10/2021,ACCIDENT WITH IMPOUND,,GUNTHER ST / BALBOA AVE,15568,
PP21011000000748,1/10/2021,THEFT FROM AUTO,4200 BLOCK,4213 28TH AVE,15817,
PP21011100000675,1/11/2021,"AUTO, STOLEN",1700 BLOCK,1748 DUTCH VILLAGE DR,31451,
PP21011100000679,1/11/2021,ACCIDENT WITH IMPOUND,6400 BLOCK,6405 BUSHEY DR,15817,
PP21011100000571,1/11/2021,ACCIDENT WITH IMPOUND,2000 BLOCK,2000 BRIGHTSEAT RD,31451,
PP21011100001483,1/11/2021,THEFT FROM AUTO,4700 BLOCK,4700 BERWYN HOUSE RD,15305,
PP21011100001089,1/11/2021,ACCIDENT WITH IMPOUND,,DONNELL DR NB / MARLBORO PIKE EB,15814,
PP21011100000845,1/11/2021,ACCIDENT WITH IMPOUND,,PENNSYLVANIA AVE WB / FORESTVILLE RD NB,15814,
PP21011100000885,1/11/2021,THEFT FROM AUTO,6800 BLOCK,6855 NEW HAMPSHIRE AVE,2327,
PP21011100001213,1/11/2021,THEFT FROM AUTO,5000 BLOCK,5060 AUTH WAY WB,15577,
PP21011100001001,1/11/2021,ACCIDENT WITH IMPOUND,,ACCOKEEK RD / DANVILLE RD,9221,
PP21011100000996,1/11/2021,ACCIDENT WITH IMPOUND,,DONNELL DR / PENNSYLVANIA AVE EB,15814,
PP21011100000596,1/11/2021,"B & E, COMMERCIAL",9800 BLOCK,9810 PISCATAWAY RD,15298,
PP21011100001179,1/11/2021,THEFT,6900 BLOCK,6929 FURMAN PKY,15302,
PP21011100000463,1/11/2021,THEFT FROM AUTO,8500 BLOCK,8510 BONNY DR,15814,
PP21011100000760,1/11/2021,THEFT,2100 BLOCK,2110 BROOKS DR,15577,
PP21011100000202,1/11/2021,THEFT,12000 BLOCK,12009 LAUREL BOWIE RD,15999,
PP21011100001971,1/11/2021,"ROBBERY, COMMERCIAL",5400 BLOCK,5401 SILVER HILL RD,15814,
PP21011100000484,1/11/2021,"B & E, COMMERCIAL",9800 BLOCK,9804 PISCATAWAY RD,15298,
PP21011100001922,1/11/2021,"ROBBERY, COMMERCIAL",4800 BLOCK,4857 MARLBORO PIKE,15568,
PP21011100001588,1/11/2021,"AUTO, STOLEN",2800 BLOCK,2800 ORCHARD SUMMITT CT,31451,
PP21011100001185,1/11/2021,THEFT FROM AUTO,6400 BLOCK,6419 ELLIOT PL,10889,
PP21011100001128,1/11/2021,"AUTO, STOLEN",6600 BLOCK,6600 FOXLEY RD,17002,
PP21011100000764,1/11/2021,THEFT,9500 BLOCK,9504 ALLENTOWN RD,15572,
PP21011100000653,1/11/2021,THEFT FROM AUTO,4300 BLOCK,4371 NICOLE DR,15994,
PP21011100001017,1/11/2021,"ROBBERY, OTHER",4800 BLOCK,4801 ALLENTOWN RD,15577,
PP21011100001578,1/11/2021,THEFT FROM AUTO,5100 BLOCK,5104 BROOKSIDE CT,15574,
PP21011100000960,1/11/2021,"AUTO, STOLEN",9500 BLOCK,9500 ANNAPOLIS RD WB,15994,
PP21011100000676,1/11/2021,THEFT,4800 BLOCK,4850 STAMP RD,15817,
PP21011100000565,1/11/2021,"AUTO, STOLEN",3900 BLOCK,3914 REGENCY PKY,15577,
PP21011100001155,1/11/2021,THEFT FROM AUTO,8100 BLOCK,8101 BELLEFONTE LN,15298,
PP21011100000535,1/11/2021,HOMICIDE,3400 BLOCK,3414 55TH AVE,10891,
PP21011100001560,1/11/2021,ASSAULT,6800 BLOCK,6800 OXON HILL RD,15574,
PP21011100000793,1/11/2021,ACCIDENT WITH IMPOUND,,BIRDIE LN / NORTHERN LIGHTS DR,8340,
PP21011100001406,1/11/2021,"AUTO, STOLEN",8800 BLOCK,8801 BARNSLEY CT,15999,
PP21011100001193,1/11/2021,THEFT FROM AUTO,6100 BLOCK,6181 ANNAPOLIS RD,10891,
PP21011100001754,1/11/2021,THEFT,3000 BLOCK,3004 FORESTVILLE RD NB,15814,
PP21011100001376,1/11/2021,THEFT FROM AUTO,3000 BLOCK,3011 SOUTHERN AVE,26012,
PP21011100000520,1/11/2021,"AUTO, STOLEN",6900 BLOCK,6902 BEACON LIGHT RD,15302,
PP21011100001555,1/11/2021,ACCIDENT WITH IMPOUND,,MARY CATHERINE DR / PISCATAWAY RD,15298,
PP21011100000551,1/11/2021,"AUTO, STOLEN",10700 BLOCK,10709 HOME ACRES TER,15750,
PP21011100000355,1/11/2021,"AUTO, STOLEN",8700 BLOCK,8704 BRAE BROOKE DR,15994,
PP21011100001674,1/11/2021,"ROBBERY, OTHER",2800 BLOCK,2809 CRICKLEWOOD DR,15572,
PP21011100000442,1/11/2021,THEFT FROM AUTO,2200 BLOCK,2213 HANNON ST,10889,
PP21011100001824,1/11/2021,ACCIDENT WITH IMPOUND,,BALTIMORE AVE NB / CHERRY HILL RD EB,15305,
PP21011100000335,1/11/2021,ACCIDENT WITH IMPOUND,,VERMONT AVE / VERMONT CT,31451,
PP21011100000206,1/11/2021,ASSAULT,,FORESTVILLE RD NB / MARLBORO PIKE,15814,
PP21011100000136,1/11/2021,THEFT FROM AUTO,2100 BLOCK,2130 BEAVER RD,31451,
PP21011200001278,1/12/2021,THEFT FROM AUTO,2600 BLOCK,2614 LACKAWANNA CT,10889,
PP21011200001454,1/12/2021,ACCIDENT WITH IMPOUND,,HAMPTON PARK BLVD / EDGEWORTH DR,15568,
PP21011200000411,1/12/2021,"AUTO, STOLEN",2300 BLOCK,2301 WHITE OWL WAY,15577,
PP21011200001382,1/12/2021,THEFT FROM AUTO,6700 BLOCK,6700 BELCREST RD,8789,
PP21011200000931,1/12/2021,ACCIDENT WITH IMPOUND,,BRANCH AVE NB / SOUTHERN AVE,15817,
PP21011200001529,1/12/2021,THEFT,7800 BLOCK,7800 BLK BARLOWE RD,31451,
PP21011200000392,1/12/2021,"AUTO, STOLEN",800 BLOCK,827 LAKE SHORE DR,17158,
PP21011200001220,1/12/2021,THEFT,3200 BLOCK,3211 75TH AVE,31451,
PP21011200001469,1/12/2021,THEFT FROM AUTO,5900 BLOCK,5902 RIGGS RD,8789,
PP21011200001905,1/12/2021,"ASSAULT, SHOOTING",4700 BLOCK,4701 SAINT BARNABAS RD SB,15817,
PP21011200001597,1/12/2021,"ROBBERY, VEHICLE",5800 BLOCK,5815 EASTERN AVE,8789,
PP21011200000877,1/12/2021,THEFT,1300 BLOCK,1310 IVERSON ST,15574,
PP21011200000955,1/12/2021,THEFT,,ALLISON ST / WARNER AVE,10891,
PP21011200001919,1/12/2021,SEX OFFENSE,6200 BLOCK,6203 MIDDLETON LN,15817,
PP21011200001572,1/12/2021,ACCIDENT WITH IMPOUND,,EAST CAPITOL ST EB / YACHT PL,15568,
PP21011200000033,1/12/2021,ACCIDENT WITH IMPOUND,,AMMENDALE WAY / OLD BALTIMORE PIKE SB,15750,
PP21011200001659,1/12/2021,ASSAULT,3100 BLOCK,3104 QUEENS CHAPEL RD SB,8789,
PP21011200000029,1/12/2021,"ROBBERY, OTHER",3100 BLOCK,3131 BRANCH AVE,15817,
PP21011200001558,1/12/2021,THEFT,1500 BLOCK,1514 NORTHERN LIGHTS DR,8340,
PP21011200000700,1/12/2021,THEFT FROM AUTO,8500 BLOCK,8542 EDGEWORTH DR,15568,
PP21011200000423,1/12/2021,ACCIDENT WITH IMPOUND,8500 BLOCK,8500 INDIAN HEAD HWY,15572,
PP21011200000956,1/12/2021,"AUTO, STOLEN",1400 BLOCK,1419 KANAWHA ST,10889,
PP21011200001268,1/12/2021,THEFT FROM AUTO,600 BLOCK,620 JADELEAF AVE,15568,
PP21011200000760,1/12/2021,"AUTO, STOLEN",4300 BLOCK,4301 LYONS ST,15817,
PP21011200002078,1/12/2021,SEX OFFENSE,6300 BLOCK,6363 OXON HILL RD,15574,
PP21011200000711,1/12/2021,"AUTO, STOLEN",9200 BLOCK,9210 EAST HAMPTON DR,15568,
PP21011200002056,1/12/2021,"AUTO, STOLEN",6200 BLOCK,6222 LIVINGSTON RD,15574,
PP21011200001594,1/12/2021,ACCIDENT WITH IMPOUND,,CIPRIANO RD / MAGNOLIA AVE,15994,
PP21011200001621,1/12/2021,ACCIDENT WITH IMPOUND,,ENTERPRISE RD / LISBOROUGH RD,16440,
PP21011200000088,1/12/2021,ASSAULT,11800 BLOCK,11800 TWINLAKES DR,15750,
PP21011200001092,1/12/2021,THEFT FROM AUTO,1300 BLOCK,1300 SOUTHVIEW DR,15574,
PP21011200000351,1/12/2021,ACCIDENT WITH IMPOUND,,PENNSYLVANIA AVE EB / SILVER HILL RD NB,15814,
PP21011200001288,1/12/2021,THEFT FROM AUTO,2600 BLOCK,2600 BRINKLEY RD,15572,
PP21011200001899,1/12/2021,THEFT,3200 BLOCK,3200 DONNELL DR,15814,
PP21011300000479,1/13/2021,ACCIDENT WITH IMPOUND,,LANDOVER RD EB / OLD LANDOVER RD,31451,
PP21011300001282,1/13/2021,ASSAULT,14100 BLOCK,14111 BRAMBLE LN,15999,
PP21011300001535,1/13/2021,ACCIDENT WITH IMPOUND,,WOODYARD RD / MELWOOD RD,17002,
PP21011300000495,1/13/2021,ASSAULT,5100 BLOCK,5135 INDIAN HEAD HWY SB,15574,
PP21011300000421,1/13/2021,ACCIDENT WITH IMPOUND,6100 BLOCK,6100 BLK LANDOVER RD WB,31451,
PP21011300001477,1/13/2021,THEFT,2000 BLOCK,2020 BROOKS DR,15814,
PP21011300000932,1/13/2021,THEFT FROM AUTO,5600 BLOCK,5614 SILVER HILL RD,15814,
PP21011300001394,1/13/2021,THEFT,6600 BLOCK,6605 HIGH BRIDGE RD,16440,
PP21011300001705,1/13/2021,"AUTO, STOLEN",9100 BLOCK,9103 CENTRAL AVE,15568,
PP21011300000497,1/13/2021,"AUTO, STOLEN",4300 BLOCK,4302 LYONS ST NB,15817,
PP21011300001153,1/13/2021,THEFT FROM AUTO,15200 BLOCK,15209 MARLBORO PIKE,17002,
PP21011300001724,1/13/2021,"ROBBERY, VEHICLE",2300 BLOCK,2301 EVIAN CT,15814,
PP21011300000199,1/13/2021,THEFT FROM AUTO,,PATES DR / JORDAN CT,15572,
PP21011300000818,1/13/2021,THEFT,4300 BLOCK,4339 SOUTHERN AVE,15568,
PP21011300000684,1/13/2021,THEFT FROM AUTO,6800 BLOCK,6881 NEW HAMPSHIRE AVE,2327,
PP21011300001838,1/13/2021,THEFT,8800 BLOCK,8816 CHERRY LN WB,15999,
PP21011300000290,1/13/2021,THEFT,3700 BLOCK,3700 DONNELL DR,15814,
PP21011300000566,1/13/2021,THEFT,5100 BLOCK,5110 INDIAN HEAD HWY NB,15574,
PP21011300000485,1/13/2021,THEFT FROM AUTO,700 BLOCK,700 RITCHIE RD NB,15568,
PP21011300000477,1/13/2021,THEFT FROM AUTO,2000 BLOCK,2008 LAKEWOOD ST,15577,
PP21011300001879,1/13/2021,"ROBBERY, OTHER",1500 BLOCK,1513 TIMBER RIDGE LN,8789,
PP21011300000549,1/13/2021,ACCIDENT WITH IMPOUND,,SAINT BARNABAS RD / BRINKLEY RD,15572,
PP21011300001086,1/13/2021,ACCIDENT WITH IMPOUND,,CAP BELT IL A HWY SB / LANDOVER RD WB,31451,
PP21011300002068,1/13/2021,"B & E, COMMERCIAL",6500 BLOCK,6504 OLD BRANCH AVE NB,15817,
PP21011300001065,1/13/2021,THEFT FROM AUTO,200 BLOCK,201 RITCHIE RD SB,15568,
PP21011300001113,1/13/2021,THEFT FROM AUTO,2600 BLOCK,2600 KEATING ST,15817,
PP21011300000993,1/13/2021,THEFT FROM AUTO,4700 BLOCK,4701 OLD SOPER RD,15577,
PP21011300001474,1/13/2021,THEFT,8400 BLOCK,8412 ALLENTOWN RD,15572,
PP21011300001006,1/13/2021,THEFT FROM AUTO,15100 BLOCK,15103 GREEN WING TER,8340,
PP21011300001931,1/13/2021,ACCIDENT WITH IMPOUND,,RIVERDALE RD WB / FERNWOOD TER,15302,
PP21011300000359,1/13/2021,THEFT,3700 BLOCK,3730 BRANCH AVE NB,15577,
PP21011300000879,1/13/2021,THEFT,,EASTPINE DR / PATTERSON ST,15302,
PP21011300000033,1/13/2021,THEFT,8100 BLOCK,8118 GOOD LUCK RD,15994,
PP21011300001412,1/13/2021,"B & E, RESIDENTIAL",2200 BLOCK,2219 IVERSON ST,15817,
PP21011300000782,1/13/2021,THEFT,1500 BLOCK,1525 SOUTHERN AVE,15574,
PP21011300001067,1/13/2021,"AUTO, STOLEN",6500 BLOCK,6581 HIL MAR DR,15814,
PP21011300000899,1/13/2021,THEFT,13300 BLOCK,13300 OLD MARLBORO PIKE,17002,
PP21011300000783,1/13/2021,THEFT FROM AUTO,2800 BLOCK,2804 ARTS VISTA BLVD,15577,
PP21011300001933,1/13/2021,"AUTO, STOLEN",12900 BLOCK,12907 CENTER PARK WAY,17002,
PP21011300001997,1/13/2021,"AUTO, STOLEN",4100 BLOCK,4174 SUITLAND RD,15577,
PP21011300001070,1/13/2021,ACCIDENT WITH IMPOUND,,ANNAPOLIS RD WB / CAP BELT IL A HWY SB,10891,
PP21011300000651,1/13/2021,THEFT FROM AUTO,6800 BLOCK,6851 NEW HAMPSHIRE AVE NB,2327,
PP21011300000536,1/13/2021,"AUTO, STOLEN",1500 BLOCK,1524 SHAMROCK AVE,15568,
PP21011300001144,1/13/2021,THEFT,3200 BLOCK,3211 75TH AVE,31451,
PP21011300001419,1/13/2021,THEFT FROM AUTO,900 BLOCK,923 COX AVE,10889,
PP21011300001488,1/13/2021,ASSAULT,7500 BLOCK,7510 COLUMBIA AVE,15305,
PP21011300000596,1/13/2021,THEFT FROM AUTO,5800 BLOCK,5815 EASTERN AVE,8789,
PP21011300000921,1/13/2021,ACCIDENT WITH IMPOUND,,WALKER MILL RD EB / ADDISON RD S,15814,
PP21011300001074,1/13/2021,"B & E, RESIDENTIAL",800 BLOCK,812 KAYAK AVE,15568,
PP21011300000689,1/13/2021,THEFT,9900 BLOCK,9961 GOOD LUCK RD EB,15994,
